"","Date","Close","AA","AAPL","AXP","BA","BAC","C","CAT","CSCO","CVX","DD","DIS","DWDP","GE","GM","GS","HD","HPE","IBM","INTC","JNJ","JPM","KO","KRFT","MCD","MMM","MRK","MSFT","NKE","PFE","PG","T","TRV","UNH","UTX","V","VZ","WBA","WMT","XOM","v.INDU","v.DIA","v.Divisor","AA.1","AAPL.1","AXP.1","BA.1","BAC.1","C.1","CAT.1","CSCO.1","CVX.1","DD.1","DIS.1","DWDP.1","GE.1","GM.1","GS.1","HD.1","HPE.1","IBM.1","INTC.1","JNJ.1","JPM.1","KO.1","KRFT.1","MCD.1","MMM.1","MRK.1","MSFT.1","NKE.1","PFE.1","PG.1","T.1","TRV.1","UNH.1","UTX.1","V.1","VZ.1","WBA.1","WMT.1","XOM.1","v.posrows"
"2012",2017-03-24,233.860001,32.56,140.64,78.2,175.82,23.12,58.07,92.15,34.08,107.99,79.6,112.14,63.08,29.72,34.56,228.41,147.71,22.77,173.83,35.16,125.48,87.29,42.12,NA,129.34,191.51,63.18,64.98,56.36,34,90.57,41.68,120.77,165,111.8,89.19,49.68,82.97,69.61,81.23,20596.72,205.75,0.14748072,0,140.64,78.2,175.82,0,0,92.15,34.08,107.99,79.6,112.14,0,29.72,0,228.41,147.71,0,173.83,35.16,125.48,87.29,42.12,0,129.34,191.51,63.18,64.98,56.36,34,90.57,0,120.77,165,111.8,89.19,49.68,0,69.61,81.23,30
"2013",2017-03-27,233.619995,32.47,140.88,77.6,176.1,23.03,58.33,91.51,33.99,106.28,80.58,112.38,64.02,29.44,34.71,225.48,146.87,22.72,173.77,35.39,125.8,87.24,42.32,NA,129.49,190.43,63.19,65.1,55.93,34.18,90.49,41.49,121.01,164.6,111.83,88.95,49.14,83.56,69.66,81.25,20550.98,205.23,0.14748072,0,140.88,77.6,176.1,0,0,91.51,33.99,106.28,80.58,112.38,0,29.44,0,225.48,146.87,0,173.77,35.39,125.8,87.24,42.32,0,129.49,190.43,63.19,65.1,55.93,34.18,90.49,0,121.01,164.6,111.83,88.95,49.14,0,69.66,81.25,30
"2014",2017-03-28,235.320007,32.92,143.8,78.64,177.36,23.48,59.42,92.95,34.02,107.17,81.84,113.05,65,29.62,35.56,229.33,147.2,23.01,174.51,35.6,125.66,88.6,42.43,NA,129.45,190.99,63.34,65.29,56.62,34.16,90.76,41.56,121.8,165.35,112.74,89.12,49.3,83.74,70.32,81.84,20701.5,206.75,0.14748072,0,143.8,78.64,177.36,0,0,92.95,34.02,107.17,81.84,113.05,0,29.62,0,229.33,147.2,0,174.51,35.6,125.66,88.6,42.43,0,129.45,190.99,63.34,65.29,56.62,34.16,90.76,0,121.8,165.35,112.74,89.12,49.3,0,70.32,81.84,30
"2015",2017-03-29,235.539993,32.91,144.12,78.25,177.63,23.35,59.39,92.86,33.74,108.07,81.87,112.53,64.42,29.68,35.54,228.45,147.04,23.67,173.94,35.57,124.92,88.27,42.42,NA,128.84,190.68,63.64,65.47,56.68,34.33,90.6,41.45,120.53,163.44,112.06,89.18,49.13,83.77,70.74,82.02,20659.32,206.31,0.14748072,0,144.12,78.25,177.63,0,0,92.86,33.74,108.07,81.87,112.53,0,29.68,0,228.45,147.04,0,173.94,35.57,124.92,88.27,42.42,0,128.84,190.68,63.64,65.47,56.68,34.33,90.6,0,120.53,163.44,112.06,89.18,49.13,0,70.74,82.02,30
"2016",2017-03-30,236.289993,33.49,143.93,79.21,177.98,23.87,60.51,93.22,33.74,107.78,81.64,113.18,64.18,29.87,35.41,231.22,146.95,23.62,173.86,35.75,124.66,89.03,42.6,NA,129.32,191.28,63.45,65.71,56.04,34.35,90.2,41.76,121.03,164.99,112.45,89.01,49.06,83.31,71.59,83.7,20728.49,206.96,0.14748072,0,143.93,79.21,177.98,0,0,93.22,33.74,107.78,81.64,113.18,0,29.87,0,231.22,146.95,0,173.86,35.75,124.66,89.03,42.6,0,129.32,191.28,63.45,65.71,56.04,34.35,90.2,0,121.03,164.99,112.45,89.01,49.06,0,71.59,83.7,30
"2017",2017-03-31,235.740005,34.4,143.66,79.11,176.86,23.59,59.82,92.76,33.8,107.37,80.33,113.39,63.54,29.8,35.36,229.72,146.83,23.7,174.14,36.07,124.55,87.84,42.44,NA,129.61,191.33,63.54,65.86,55.73,34.21,89.85,41.55,120.54,164.01,112.21,88.87,48.75,83.05,72.08,82.01,20663.22,206.34,0.14748072,0,143.66,79.11,176.86,0,0,92.76,33.8,107.37,80.33,113.39,0,29.8,0,229.72,146.83,0,174.14,36.07,124.55,87.84,42.44,0,129.61,191.33,63.54,65.86,55.73,34.21,89.85,0,120.54,164.01,112.21,88.87,48.75,0,72.08,82.01,30
"2018",2017-04-03,235.330002,34.22,143.7,78.59,176.65,23.59,59.68,92.27,33.58,107.8,79.67,113.2,63.06,29.88,34.17,228.96,146.62,17.57,174.5,36.16,124.69,87.52,42.41,NA,129.61,190.72,63.47,65.55,55.56,34.24,89.68,41.57,120.38,165.59,111.93,89.36,49.18,82.95,71.83,82.07,20650.21,206.25,0.14748072,0,143.7,78.59,176.65,0,0,92.27,33.58,107.8,79.67,113.2,0,29.88,0,228.96,146.62,0,174.5,36.16,124.69,87.52,42.41,0,129.61,190.72,63.47,65.55,55.56,34.24,89.68,0,120.38,165.59,111.93,89.36,49.18,0,71.83,82.07,30
"2019",2017-04-04,235.479996,34.23,144.77,78.26,178.7,23.44,59.68,94.13,33.41,108.66,79.8,113.04,63.2,30.02,34.27,229.26,146.34,17.9,174.52,36.28,124.68,87.31,42.68,NA,129.29,190.19,63.67,65.73,55.04,34.34,89.91,41.69,120.61,164.97,112.99,88.78,49.31,82.5,72.01,82.37,20689.24,206.65,0.14748072,0,144.77,78.26,178.7,0,0,94.13,33.41,108.66,79.8,113.04,0,30.02,0,229.26,146.34,0,174.52,36.28,124.68,87.31,42.68,0,129.29,190.19,63.67,65.73,55.04,34.34,89.91,0,120.61,164.97,112.99,88.78,49.31,0,72.01,82.37,30
"2020",2017-04-05,234.779999,33.85,144.02,77.76,177.08,23.17,59.59,94.24,33,108.64,80.47,113,63.52,29.97,34,227.66,146.64,17.9,172.88,36.22,124.8,86.19,42.57,NA,130.41,190.24,63.57,65.56,54.98,34.19,89.97,41.51,120.91,165.37,112.5,89.03,49.02,81.17,71.65,82.53,20648.15,206.26,0.14748072,0,144.02,77.76,177.08,0,0,94.24,33,108.64,80.47,113,0,29.97,0,227.66,146.64,0,172.88,36.22,124.8,86.19,42.57,0,130.41,190.24,63.57,65.56,54.98,34.19,89.97,0,120.91,165.37,112.5,89.03,49.02,0,71.65,82.53,30
"2021",2017-04-06,235.440002,33.65,143.66,77.92,177.37,23.26,59.89,95.82,33.08,109.29,80.64,113.05,63.61,29.93,34.16,228.64,147.24,18.02,172.45,36.03,125.05,86.48,42.67,NA,130.15,189.89,63.24,65.73,55.14,34.11,89.4,40.6,120.54,165.34,112.41,89.09,48.43,81.66,71.43,83.01,20662.95,206.45,0.14748072,0,143.66,77.92,177.37,0,0,95.82,33.08,109.29,80.64,113.05,0,29.93,0,228.64,147.24,0,172.45,36.03,125.05,86.48,42.67,0,130.15,189.89,63.24,65.73,55.14,34.11,89.4,0,120.54,165.34,112.41,89.09,48.43,0,71.43,83.01,30
"2022",2017-04-07,235.199997,33.73,143.34,77.77,178.85,23.16,59.43,95.52,32.96,108.86,80.05,112.58,63.19,29.99,33.71,227.88,147.13,18.28,172.14,36.03,124.92,86.18,42.61,NA,129.96,189.99,63.13,65.68,55.11,34.1,89.23,40.59,120.15,166.02,112.99,88.74,48.66,82.33,72.9,82.76,20656.1,206.38,0.14748072,0,143.34,77.77,178.85,0,0,95.52,32.96,108.86,80.05,112.58,0,29.99,0,227.88,147.13,0,172.14,36.03,124.92,86.18,42.61,0,129.96,189.99,63.13,65.68,55.11,34.1,89.23,0,120.15,166.02,112.99,88.74,48.66,0,72.9,82.76,30
"2023",2017-04-10,235.339996,33.66,143.17,77.49,177.56,23.02,59.28,97.14,33.01,109.43,80,112.43,63.27,30.01,33.97,228.89,148.21,18.3,171.2,35.8,124.34,85.88,42.69,NA,129.98,189.71,62.55,65.53,54.9,34.04,89.49,40.38,121.11,165.48,112.88,88.86,48.54,82.51,73.06,83.13,20658.02,206.39,0.14748072,0,143.17,77.49,177.56,0,0,97.14,33.01,109.43,80,112.43,0,30.01,0,228.89,148.21,0,171.2,35.8,124.34,85.88,42.69,0,129.98,189.71,62.55,65.53,54.9,34.04,89.49,0,121.11,165.48,112.88,88.86,48.54,0,73.06,83.13,30
"2024",2017-04-11,235.059998,34.39,141.63,77.26,178.57,22.92,59.03,97.1,32.92,108.97,79.14,113.07,62.49,30.04,33.92,227.74,148.2,18.18,170.58,35.74,124.22,85.73,42.66,NA,131.2,190.07,62.58,65.48,54.92,33.93,89.8,40.31,121.19,165.83,113.14,88.85,48.7,82.68,73.43,82.84,20651.3,206.33,0.14748072,0,141.63,77.26,178.57,0,0,97.1,32.92,108.97,79.14,113.07,0,30.04,0,227.74,148.2,0,170.58,35.74,124.22,85.73,42.66,0,131.2,190.07,62.58,65.48,54.92,33.93,89.8,0,121.19,165.83,113.14,88.85,48.7,0,73.43,82.84,30
"2025",2017-04-12,234.029999,32.05,141.8,76.68,176.05,22.65,58.51,94.86,32.62,108.97,78.43,113.04,61.92,29.77,33.94,225.75,146.54,18.05,170.66,35.63,125.4,85.4,42.94,NA,131.26,189.7,63.05,65.23,55.57,33.92,90.31,40.56,121.46,165.56,112.24,88.68,48.92,82.57,73.44,82.97,20591.86,205.67,0.14748072,0,141.8,76.68,176.05,0,0,94.86,32.62,108.97,78.43,113.04,0,29.77,0,225.75,146.54,0,170.66,35.63,125.4,85.4,42.94,0,131.26,189.7,63.05,65.23,55.57,33.92,90.31,0,121.46,165.56,112.24,88.68,48.92,0,73.44,82.97,30
"2026",2017-04-13,232.509995,30.99,141.05,75.8,175.62,22.34,58.04,93.1,32.42,106.1,77.44,113.2,61.06,29.56,33.39,223.32,145.91,17.99,169.53,35.25,124.99,84.4,42.79,NA,130.76,188.65,62.61,64.95,55.34,33.88,90.03,40.28,120.53,164.96,112.09,88.87,48.62,82.48,73.15,81.69,20453.25,204.37,0.14748072,0,141.05,75.8,175.62,0,0,93.1,32.42,106.1,77.44,113.2,0,29.56,0,223.32,145.91,0,169.53,35.25,124.99,84.4,42.79,0,130.76,188.65,62.61,64.95,55.34,33.88,90.03,0,120.53,164.96,112.09,88.87,48.62,0,73.15,81.69,30
"2027",2017-04-17,234.570007,31.31,141.83,76.67,179.02,22.81,58.99,94.14,32.61,106.17,78.09,113.78,61.73,29.64,33.9,226.26,147.31,18.11,171.1,35.48,125.72,85.86,43.07,NA,131.35,190.36,62.8,65.48,56.24,34,90.39,40.3,121.92,167.18,113.27,89.81,48.81,83.13,73.49,81.58,20636.92,206.17,0.14748072,0,141.83,76.67,179.02,0,0,94.14,32.61,106.17,78.09,113.78,0,29.64,0,226.26,147.31,0,171.1,35.48,125.72,85.86,43.07,0,131.35,190.36,62.8,65.48,56.24,34,90.39,0,121.92,167.18,113.27,89.81,48.81,0,73.49,81.58,30
"2028",2017-04-18,233.869995,31.76,141.2,75.79,177.85,22.71,58.42,94.39,32.67,105.68,77.88,114.19,61.48,29.84,33.69,215.59,147.76,18.13,170.05,35.765,121.82,85.16,43.48,NA,132.3,190.22,62.27,65.39,56.11,33.84,90.8,40.25,120.75,168.59,113.56,89.73,49.22,82.82,73.89,81.05,20523.28,205.08,0.14748072,0,141.2,75.79,177.85,0,0,94.39,32.67,105.68,77.88,114.19,0,29.84,0,215.59,147.76,0,170.05,35.765,121.82,85.16,43.48,0,132.3,190.22,62.27,65.39,56.11,33.84,90.8,0,120.75,168.59,113.56,89.73,49.22,0,73.89,81.05,30
"2029",2017-04-19,233.440002,31.3,140.68,75.55,178.4,22.74,57.73,93.47,32.65,104.23,77.77,113.73,61.55,30,33.79,214.09,147.22,18.16,161.69,35.91,121.37,84.46,43.23,NA,132.64,189.83,62.64,65.04,55.86,33.61,89.6,40.25,120.4,169.25,112.92,89.75,48.94,83.51,74.07,80.49,20404.49,203.85,0.14748072,0,140.68,75.55,178.4,0,0,93.47,32.65,104.23,77.77,113.73,0,30,0,214.09,147.22,0,161.69,35.91,121.37,84.46,43.23,0,132.64,189.83,62.64,65.04,55.86,33.61,89.6,0,120.4,169.25,112.92,89.75,48.94,0,74.07,80.49,30
"2030",2017-04-20,235.339996,32.04,142.44,80.02,179.3,23.07,58.41,94.66,32.83,104.88,78.29,114.79,61.94,30.27,34.1,218.06,148.72,18.33,162.3,36.18,121.87,85.55,43.09,NA,133.27,191.16,62.55,65.5,56.4,33.74,89.33,40.36,118.88,171.54,113.94,91.15,48.41,84.14,74.8,81.01,20578.71,205.7,0.14748072,0,142.44,80.02,179.3,0,0,94.66,32.83,104.88,78.29,114.79,0,30.27,0,218.06,148.72,0,162.3,36.18,121.87,85.55,43.09,0,133.27,191.16,62.55,65.5,56.4,33.74,89.33,0,118.88,171.54,113.94,91.15,48.41,0,74.8,81.01,30
"2031",2017-04-21,234.589996,31.7,142.27,79.59,180.38,22.71,57.72,94.32,32.82,104.89,78.65,114.44,62.16,29.55,33.75,216.86,150,18.14,160.38,36.32,121.76,84.52,43.07,NA,133.41,191.5,61.89,66.4,55.85,33.64,88.62,39.93,119.1,171.16,114.99,91.15,47.25,84.03,74.94,80.69,20547.76,205.25,0.14748072,0,142.27,79.59,180.38,0,0,94.32,32.82,104.89,78.65,114.44,0,29.55,0,216.86,150,0,160.38,36.32,121.76,84.52,43.07,0,133.41,191.5,61.89,66.4,55.85,33.64,88.62,0,119.1,171.16,114.99,91.15,47.25,0,74.94,80.69,30
"2032",2017-04-24,237.169998,33.31,143.64,80.45,182.06,23.63,59.44,96.81,33.28,105.93,79.37,113.7,62.82,29.55,33.91,223.22,151.89,18.44,160.75,36.75,122.89,87.5,43.28,NA,134.23,194.23,62.14,67.53,55.47,33.74,89.55,40.02,120.57,172.33,116.32,91.85,47.05,84.28,74.78,81.11,20763.89,207.38,0.14748072,0,143.64,80.45,182.06,0,0,96.81,33.28,105.93,79.37,113.7,0,29.55,0,223.22,151.89,0,160.75,36.75,122.89,87.5,43.28,0,134.23,194.23,62.14,67.53,55.47,33.74,89.55,0,120.57,172.33,116.32,91.85,47.05,0,74.78,81.11,30
"2033",2017-04-25,238.550003,36.49,144.53,80.63,183.51,23.98,60.21,104.42,33.42,106.73,82.21,115.18,64.81,29.45,33.99,226.63,153.03,18.52,160.39,36.87,123.43,88.26,43.11,NA,141.7,195.13,62.3,67.92,55.45,33.76,90,39.94,121.32,174.04,116.87,92.11,46.7,85.92,75.05,81.73,20996.12,209.68,0.14748072,0,144.53,80.63,183.51,0,0,104.42,33.42,106.73,82.21,115.18,0,29.45,0,226.63,153.03,0,160.39,36.87,123.43,88.26,43.11,0,141.7,195.13,62.3,67.92,55.45,33.76,90,0,121.32,174.04,116.87,92.11,46.7,0,75.05,81.73,30
"2034",2017-04-26,238.399994,36.45,143.68,80.52,181.71,23.89,60.1,104.66,33.4,106.08,81.61,115.58,64.33,29.26,34.38,226.2,154.22,18.61,160.06,36.93,123.51,88.43,43.24,NA,140.84,195,62.7,67.83,55.16,33.85,87.74,40.44,122.01,174.38,118.2,91.82,47.36,85.92,75.43,81.4,20975.09,209.47,0.14748072,0,143.68,80.52,181.71,0,0,104.66,33.4,106.08,81.61,115.58,0,29.26,0,226.2,154.22,0,160.06,36.93,123.51,88.43,43.24,0,140.84,195,62.7,67.83,55.16,33.85,87.74,0,122.01,174.38,118.2,91.82,47.36,0,75.43,81.4,30
"2035",2017-04-27,238.600006,34.52,143.79,80.33,183.22,23.65,59.39,102.68,33.75,105.47,80.13,115.84,63.19,29.08,34.54,225.81,156.12,18.63,160.32,37.43,123.74,87.61,43.01,NA,140.87,196.11,62.58,68.27,55.47,33.86,87.69,39.91,122.16,174.63,118.78,91.6,46.67,85.89,75.44,81.26,20981.33,209.56,0.14748072,0,143.79,80.33,183.22,0,0,102.68,33.75,105.47,80.13,115.84,0,29.08,0,225.81,156.12,0,160.32,37.43,123.74,87.61,43.01,0,140.87,196.11,62.58,68.27,55.47,33.86,87.69,0,122.16,174.63,118.78,91.6,46.67,0,75.44,81.26,30
"2036",2017-04-28,238.080002,33.73,143.65,79.25,184.83,23.34,59.12,102.26,34.07,106.7,79.75,115.6,62.8,28.99,34.64,223.8,156.1,18.63,160.29,36.15,123.47,87,43.15,NA,139.93,195.83,62.33,68.46,55.41,33.92,87.33,39.63,121.66,174.88,118.99,91.22,45.91,86.54,75.18,81.65,20940.51,209.08,0.14748072,0,143.65,79.25,184.83,0,0,102.26,34.07,106.7,79.75,115.6,0,28.99,0,223.8,156.1,0,160.29,36.15,123.47,87,43.15,0,139.93,195.83,62.33,68.46,55.41,33.92,87.33,0,121.66,174.88,118.99,91.22,45.91,0,75.18,81.65,30
"2037",2017-05-01,238.679993,33.28,146.58,79.23,182.39,23.61,59.46,102,33.97,105.92,79.49,114.73,62.52,28.94,34.2,224.85,154.21,18.73,158.84,36.31,123.34,87.06,43.22,NA,141.15,194.81,62.38,69.41,54.99,33.78,87.09,39.1,121.18,174.59,118.92,91.26,45.88,86.46,75.23,82.06,20913.46,208.92,0.14748072,0,146.58,79.23,182.39,0,0,102,33.97,105.92,79.49,114.73,0,28.94,0,224.85,154.21,0,158.84,36.31,123.34,87.06,43.22,0,141.15,194.81,62.38,69.41,54.99,33.78,87.09,0,121.18,174.59,118.92,91.26,45.88,0,75.23,82.06,30
"2038",2017-05-02,238.770004,33.33,147.51,79.54,183.44,23.53,59.71,101.51,34.24,105.36,79.94,114.37,62.52,28.99,33.2,225.12,154.95,18.7,159.1,36.97,123.7,86.5,43.39,NA,141.23,196.53,62.7,69.3,55.07,33.61,86.22,38.95,120.36,174.14,119.32,92.54,45.91,85.81,75.52,82.05,20949.89,209.13,0.14748072,0,147.51,79.54,183.44,0,0,101.51,34.24,105.36,79.94,114.37,0,28.99,0,225.12,154.95,0,159.1,36.97,123.7,86.5,43.39,0,141.23,196.53,62.7,69.3,55.07,33.61,86.22,0,120.36,174.14,119.32,92.54,45.91,0,75.52,82.05,30
"2039",2017-05-03,238.479996,31.69,147.06,78.83,183.39,23.77,60.24,101.54,34.25,106.72,79,111.62,61.71,29.23,33.48,226.31,155,18.67,158.63,36.98,123.33,87,43.32,NA,142.62,197.63,63.63,69.08,54.53,33.47,86.43,38.4,120.81,172.54,120.3,92.44,46.15,85.79,75.76,82.7,20957.9,209.22,0.14748072,0,147.06,78.83,183.39,0,0,101.54,34.25,106.72,79,111.62,0,29.23,0,226.31,155,0,158.63,36.98,123.33,87,43.32,0,142.62,197.63,63.63,69.08,54.53,33.47,86.43,0,120.81,172.54,120.3,92.44,46.15,0,75.76,82.7,30
"2040",2017-05-04,238.759995,31.04,146.53,78.33,183.07,23.85,60.21,99.39,34.18,104.81,78.79,111.17,61.42,29.2,33.15,226.59,154.86,18.75,159.05,36.85,123.95,87.1,43.66,NA,143.45,199.51,63.38,68.81,54.47,33.45,86.45,38.01,120.81,174.02,121,92.62,45.88,86.05,76.34,81.64,20951.47,209.19,0.14748072,0,146.53,78.33,183.07,0,0,99.39,34.18,104.81,78.79,111.17,0,29.2,0,226.59,154.86,0,159.05,36.85,123.95,87.1,43.66,0,143.45,199.51,63.38,68.81,54.47,33.45,86.45,0,120.81,174.02,121,92.62,45.88,0,76.34,81.64,30
"2041",2017-05-05,239.699997,31.82,148.96,78.32,185.01,23.74,60.24,99.64,34.39,105.79,81.14,111.99,63.09,29.22,33.77,226.87,155.73,18.83,155.05,36.82,123.51,87,43.69,NA,143.96,199.4,63.97,69,53.95,33.48,86.5,38.56,121.3,174.12,121.35,92.09,46.69,85.89,76.5,82.02,21006.94,209.77,0.14748072,0,148.96,78.32,185.01,0,0,99.64,34.39,105.79,81.14,111.99,0,29.22,0,226.87,155.73,0,155.05,36.82,123.51,87,43.69,0,143.96,199.4,63.97,69,53.95,33.48,86.5,0,121.3,174.12,121.35,92.09,46.69,0,76.5,82.02,30
"2042",2017-05-08,239.660004,31.02,153.01,78.16,186.02,23.96,60.5,99.37,34.29,106.68,80.26,111.42,62.37,29.07,33.97,225.03,156.89,18.89,153.03,36.54,123.25,87.1,43.89,NA,144.24,198.65,64.01,68.94,54.3,33.45,86.55,38.57,121.01,174.44,121.08,91.92,46.63,85.84,76.12,82.89,21012.28,209.92,0.14748072,0,153.01,78.16,186.02,0,0,99.37,34.29,106.68,80.26,111.42,0,29.07,0,225.03,156.89,0,153.03,36.54,123.25,87.1,43.89,0,144.24,198.65,64.01,68.94,54.3,33.45,86.55,0,121.01,174.44,121.08,91.92,46.63,0,76.12,82.89,30
"2043",2017-05-09,239.440002,30.82,153.99,78.44,186.91,23.98,60.23,99.29,33.9,105.08,79.49,112.07,61.83,28.93,34.26,223.76,157.68,18.78,152.11,36.37,123.21,86.75,43.51,NA,144.36,197.96,63.29,69.04,54.89,33.38,86.4,38.22,119.95,173.24,121.46,92,46.42,85.98,76.72,82.31,20975.78,209.62,0.14748072,0,153.99,78.44,186.91,0,0,99.29,33.9,105.08,79.49,112.07,0,28.93,0,223.76,157.68,0,152.11,36.37,123.21,86.75,43.51,0,144.36,197.96,63.29,69.04,54.89,33.38,86.4,0,119.95,173.24,121.46,92,46.42,0,76.72,82.31,30
"2044",2017-05-10,239.869995,31.08,153.26,78.65,183.18,24.15,60.37,100.36,33.74,106.5,79.18,109.66,61.71,28.7,34.23,224.88,158.13,19,151.25,36.01,122.81,87.43,43.57,NA,144.52,196.64,63.94,69.31,54.56,33.03,86.49,38.45,120.69,173.39,121.02,92.25,46.38,85.62,76.7,81.91,20943.11,209.48,0.14748072,0,153.26,78.65,183.18,0,0,100.36,33.74,106.5,79.18,109.66,0,28.7,0,224.88,158.13,0,151.25,36.01,122.81,87.43,43.57,0,144.52,196.64,63.94,69.31,54.56,33.03,86.49,0,120.69,173.39,121.02,92.25,46.38,0,76.7,81.91,30
"2045",2017-05-11,239.380005,31.16,153.95,77.92,183.94,24.07,60.7,100.99,33.63,106.21,78.96,109.58,61.86,28.87,34.11,224.76,156.2,18.86,150.65,35.69,123.2,87.16,43.67,NA,144.21,196.75,64.43,68.46,54.24,33.04,86.17,38.44,120.54,173.32,121.28,92.1,46.02,85.5,76.13,82.61,20919.42,209.28,0.14748072,0,153.95,77.92,183.94,0,0,100.99,33.63,106.21,78.96,109.58,0,28.87,0,224.76,156.2,0,150.65,35.69,123.2,87.16,43.67,0,144.21,196.75,64.43,68.46,54.24,33.04,86.17,0,120.54,173.32,121.28,92.1,46.02,0,76.13,82.61,30
"2046",2017-05-12,238.979996,31.79,156.1,77.49,183.25,24,61.07,100.71,33.45,105.96,79.3,109.69,62.04,28.27,33.62,222.82,156.92,18.88,150.37,35.53,123.64,86.92,43.59,NA,145.36,196.57,63.57,68.38,54.2,33.01,86.19,38.49,120.59,171.81,120.83,92.73,45.84,85.25,75.71,82.55,20896.61,209.01,0.14748072,0,156.1,77.49,183.25,0,0,100.71,33.45,105.96,79.3,109.69,0,28.27,0,222.82,156.92,0,150.37,35.53,123.64,86.92,43.59,0,145.36,196.57,63.57,68.38,54.2,33.01,86.19,0,120.59,171.81,120.83,92.73,45.84,0,75.71,82.55,30
"2047",2017-05-15,240.300003,32.03,155.7,78.33,182.39,24.06,61.42,102.42,34.23,106.85,79.46,109.13,62.4,28.18,33.82,225.12,157.33,18.99,151.51,35.63,126.99,87.34,43.73,NA,146.28,197.63,63.51,68.43,53.77,33.12,86.33,38.59,120.25,171.53,120.92,93.23,45.38,84.96,76.29,82.8,20981.94,209.93,0.14748072,0,155.7,78.33,182.39,0,0,102.42,34.23,106.85,79.46,109.13,0,28.18,0,225.12,157.33,0,151.51,35.63,126.99,87.34,43.73,0,146.28,197.63,63.51,68.43,53.77,33.12,86.33,0,120.25,171.53,120.92,93.23,45.38,0,76.29,82.8,30
"2048",2017-05-16,240.080002,32.16,155.47,78.13,182.7,23.99,62.49,102.34,34.3,107.25,79.1,107.98,62.3,28.04,33.42,225.6,158.26,19.11,153.68,35.82,127.77,87.61,43.85,NA,147.29,197.91,63.79,69.41,52.78,32.6,86.24,38.19,119.93,168.12,121.4,93.15,45.31,84.51,75.11,82.55,20979.75,209.95,0.14748072,0,155.47,78.13,182.7,0,0,102.34,34.3,107.25,79.1,107.98,0,28.04,0,225.6,158.26,0,153.68,35.82,127.77,87.61,43.85,0,147.29,197.91,63.79,69.41,52.78,32.6,86.24,0,119.93,168.12,121.4,93.15,45.31,0,75.11,82.55,30
"2049",2017-05-17,235.820007,31.63,150.25,76.37,178.78,22.57,59.98,100.14,33.82,104.7,76.56,106.31,60.2,27.41,32.42,213.72,156.09,18.8,150.93,35.04,126.67,84.27,43.93,NA,146.41,194.84,63,67.48,51.8,32.23,86.26,37.46,120.25,168.86,119.58,91.76,44.48,81.73,75.12,81.99,20606.93,206.47,0.14748072,0,150.25,76.37,178.78,0,0,100.14,33.82,104.7,76.56,106.31,0,27.41,0,213.72,156.09,0,150.93,35.04,126.67,84.27,43.93,0,146.41,194.84,63,67.48,51.8,32.23,86.26,0,120.25,168.86,119.58,91.76,44.48,0,75.12,81.99,30
"2050",2017-05-18,236.770004,31.92,152.54,76.38,177.4,22.74,60.08,100.22,31.38,105.17,77.04,106.68,60.58,27.48,32.47,215.16,155.7,18.78,150.78,35.22,126.97,83.96,43.8,NA,147.01,195.24,63.89,67.71,51.68,32.22,85.87,37.95,120.88,171.45,119.37,91.71,45.04,81.45,77.54,81.75,20663.02,206.96,0.14748072,0,152.54,76.38,177.4,0,0,100.22,31.38,105.17,77.04,106.68,0,27.48,0,215.16,155.7,0,150.78,35.22,126.97,83.96,43.8,0,147.01,195.24,63.89,67.71,51.68,32.22,85.87,0,120.88,171.45,119.37,91.71,45.04,0,77.54,81.75,30
"2051",2017-05-19,238.309998,32.29,153.06,76.8,180.76,23.05,61.1,102.43,31.21,106.52,77.82,107.52,61.29,28.05,32.72,215.39,156.3,18.53,151.98,35.4,127,84.78,43.9,NA,148.15,195.8,63.78,67.69,51.77,32.46,86.24,38.24,120.79,172.59,121.16,92.48,45.42,80.61,78.77,81.93,20804.84,207.77,0.14748072,0,153.06,76.8,180.76,0,0,102.43,31.21,106.52,77.82,107.52,0,28.05,0,215.39,156.3,0,151.98,35.4,127,84.78,43.9,0,148.15,195.8,63.78,67.69,51.77,32.46,86.24,0,120.79,172.59,121.16,92.48,45.42,0,78.77,81.93,30
"2052",2017-05-22,239.520004,32.96,153.99,76.98,183.67,23.04,61.06,102.29,31.59,106.12,77.38,107.63,60.98,28.18,32.92,216.02,155.96,18.79,152.64,35.77,127.26,84.7,44.18,NA,148.19,198.51,64.04,68.45,51.57,32.12,86.21,38.25,121.65,174.7,121.66,93.31,45.48,81.34,78.55,82.29,20894.83,208.65,0.14748072,0,153.99,76.98,183.67,0,0,102.29,31.59,106.12,77.38,107.63,0,28.18,0,216.02,155.96,0,152.64,35.77,127.26,84.7,44.18,0,148.19,198.51,64.04,68.45,51.57,32.12,86.21,0,121.65,174.7,121.66,93.31,45.48,0,78.55,82.29,30
